dn	lastLogon	sAMAccountName	whenChanged	whenCreated
CN=Admin,CN=Users,DC=problemeszero,DC=com	['2017-06-09 20:44:39']	['admin']	['2017-06-20 19:21:32']	['2017-03-24 12:53:20']
